"batch_id","run_id","jcm","ccrs_mode","agent_label","step","file","line","sequence","timestamp_ms","duration_ms","previous_cell","cell","opp_ccrs_detected_count","contingency_ccrs_invocation_count"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","313","mas-0.log","4762","4762","46919355","144","http://127.0.1.1:8080/cells/32/36","http://127.0.1.1:8080/cells/33/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","314","mas-0.log","4778","4778","46919481","126","http://127.0.1.1:8080/cells/33/36","http://127.0.1.1:8080/cells/33/37","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","315","mas-0.log","4793","4793","46919624","143","http://127.0.1.1:8080/cells/33/37","http://127.0.1.1:8080/cells/33/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","316","mas-0.log","4810","4810","46919749","125","http://127.0.1.1:8080/cells/33/36","http://127.0.1.1:8080/cells/34/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","317","mas-0.log","4826","4826","46919888","139","http://127.0.1.1:8080/cells/34/36","http://127.0.1.1:8080/cells/35/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","318","mas-0.log","4843","4843","46920022","134","http://127.0.1.1:8080/cells/35/36","http://127.0.1.1:8080/cells/36/36","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","319","mas-0.log","4859","4859","46920147","125","http://127.0.1.1:8080/cells/36/36","http://127.0.1.1:8080/cells/36/37","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","320","mas-0.log","4874","4874","46920285","138","http://127.0.1.1:8080/cells/36/37","http://127.0.1.1:8080/cells/36/38","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","321","mas-0.log","4890","4890","46920416","131","http://127.0.1.1:8080/cells/36/38","http://127.0.1.1:8080/cells/36/39","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","322","mas-0.log","4906","4906","46920550","134","http://127.0.1.1:8080/cells/36/39","http://127.0.1.1:8080/cells/35/39","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","323","mas-0.log","4921","4921","46920678","128","http://127.0.1.1:8080/cells/35/39","http://127.0.1.1:8080/cells/34/39","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","324","mas-0.log","4937","4937","46920800","122","http://127.0.1.1:8080/cells/34/39","http://127.0.1.1:8080/cells/34/40","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","325","mas-0.log","4953","4953","46920920","120","http://127.0.1.1:8080/cells/34/40","http://127.0.1.1:8080/cells/33/40","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","326","mas-0.log","4969","4969","46921040","120","http://127.0.1.1:8080/cells/33/40","http://127.0.1.1:8080/cells/32/40","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","327","mas-0.log","4985","4985","46921167","127","http://127.0.1.1:8080/cells/32/40","http://127.0.1.1:8080/cells/31/40","0","0"
"baseline-vs-ccrs-v2","001-baseline","dfs_baseline.jcm","none","dfs_baseline_nesw_1","328","mas-0.log","5000","5000","46921298","131","http://127.0.1.1:8080/cells/31/40","http://127.0.1.1:8080/cells/31/41","0","0"
